C,N,cycles:u,cycles:k,cycles,instructions:u,instructions:k,instructions,cache-misses:u,cache-misses:k,cache-misses,LLC-loads:u, LLC-loads:k,LLC-loads,LLC-load-misses:u,LLC-load-misses:k,LLC-load-misses,LLC-store-misses:u,LLC-store-misses:k,LLC-store-misses
1,4000000,275006020,186688270,465672066,943577573,166179273,1167042315,40493,3534796,3574846,12382,51434,883231,1163406,103144,1269158,500,2161945,2264496,,
2,2000000,168581824,81289930,243289083,470035653,74253984,537940884,1993486,2013011,1809351,9866,24196,27143,402,13733,45538,0,903843,903980,,
3,1333333,71299996,73193758,164822351,338263745,36755784,406858739,36991,1213286,1250374,7460,16694,68808,40242,22934,90799,0,2582,2582,,
4,1000000,81553374,60343377,150561522,282154904,39303787,329622989,39086,1309350,1347538,19026,26136,101969,48530,24162,112197,<not counted>,<not counted>,<not counted>,,
5,800000,68366631,49482897,122373969,236373402,32604753,276769808,33563,1079879,1815024,30971,38192,71849,37181,20338,109714,<not counted>,<not counted>,<not counted>,,
6,666666,68405820,53305133,121130163,208457551,35697373,248131569,25963,1052976,2018667,34740,39377,79534,46522,24514,161938,<not counted>,<not counted>,<not counted>,,
7,571428,61287678,47356567,108448448,187940893,31487581,221174997,643898,914516,1776513,29776,35490,72634,44980,23388,151365,<not counted>,<not counted>,<not counted>,,
8,500000,60440590,52816461,111328160,171147625,34221024,201858072,474813,976618,1888754,32836,36353,74976,45713,28528,168048,<not counted>,<not counted>,<not counted>,,
9,444444,53035405,45903231,98697535,154891032,30679056,184731916,806279,875376,1646339,25555,33469,63120,32501,27793,177226,<not counted>,<not counted>,<not counted>,,
10,400000,54799941,48215660,98856264,141354251,32603517,175890192,756662,930358,1739063,28553,32184,64428,38560,27449,154361,<not counted>,<not counted>,<not counted>,,
11,363636,1508056,43655967,92032392,132169294,30054616,162906397,772583,843681,1583321,22916,34245,55399,28535,27014,159243,<not counted>,<not counted>,<not counted>,,
12,333333,50946738,46533868,92952879,122895513,31814098,153164261,798086,891655,1670078,26530,31120,61979,38643,29194,160072,<not counted>,<not counted>,<not counted>,,
13,307692,10221669,45343161,91891980,121436009,30456055,145918871,833524,837458,1635761,24080,31312,54938,30275,33046,195599,<not counted>,<not counted>,<not counted>,,
14,285714,44960489,46527319,89931787,111090960,31322569,136065383,777221,870175,1647422,26566,31001,61482,30687,34132,<not counted>,<not counted>,<not counted>,<not counted>,,
15,266666,47647350,46070789,87292255,106727469,29378741,135070902,277716,772739,1567604,19354,29209,50289,20309,24539,93725,<not counted>,<not counted>,<not counted>,,
16,250000,46952574,46418563,87098060,100481025,31116174,126519463,773979,858769,1632828,26363,29876,59891,37438,32711,<not counted>,<not counted>,<not counted>,<not counted>,,
17,235294,43246468,43794488,82768741,96867601,29104651,118822983,706347,802822,1509194,21824,28251,53756,34003,37059,<not counted>,<not counted>,<not counted>,<not counted>,,
18,222222,34814989,45245261,83886011,92648170,30818568,118680406,709127,837546,1546707,24048,29162,55811,34813,34166,<not counted>,<not counted>,<not counted>,<not counted>,,
19,210526,38197646,43935214,80786994,89778272,26797945,112917329,694973,798267,1493279,20285,28981,54029,34004,46798,<not counted>,<not counted>,<not counted>,<not counted>,,
20,200000,38153524,45569208,81492941,86723285,26957609,112146980,745854,825201,1571092,22663,29738,58628,41793,59127,<not counted>,<not counted>,<not counted>,<not counted>,,
21,190476,36759710,43855139,78744400,84591500,25195241,108565515,716122,786914,1503075,23212,29448,59919,45162,64780,<not counted>,<not counted>,<not counted>,<not counted>,,
22,181818,38137668,42126552,77856441,80336726,28495920,105310780,721099,821377,1542505,25519,29635,60111,39996,47075,<not counted>,<not counted>,<not counted>,<not counted>,,
23,173913,35933947,43669207,77326444,79841460,24479726,104393603,715858,776787,1492670,22728,28676,58175,43588,73880,<not counted>,<not counted>,<not counted>,<not counted>,,
24,166666,34701075,43882987,77760827,76626282,28772308,101283604,708103,810658,1518799,23226,28464,54146,35098,42404,<not counted>,<not counted>,<not counted>,<not counted>,,
25,160000,36850504,42956711,75883334,75564492,27406202,98696688,687025,773530,1460588,20847,27777,50838,32675,42586,<not counted>,<not counted>,<not counted>,<not counted>,,
26,153846,34908104,44997880,77228955,73601724,25665194,100361756,692610,805871,1498524,23495,29098,59057,43587,62775,<not counted>,<not counted>,<not counted>,<not counted>,,
