C,N,cycles:u,cycles:k,cycles,instructions:u,instructions:k,instructions,cache-misses:u,cache-misses:k,cache-misses,LLC-loads:u, LLC-loads:k,LLC-loads,LLC-load-misses:u,LLC-load-misses:k,LLC-load-misses,LLC-store-misses:u,LLC-store-misses:k,LLC-store-misses
1,4000000,1062281202,525014165,1603178611,3142182798,420477265,3597651704,26265100,10463302,38077881,1851846,282912,1749620,267545,224913,511937,466,7247386,7340137,,
2,2000000,567176809,262353588,815080033,1536926845,202162500,1764926810,13406627,5383139,18719794,402275,199706,583354,87010,96414,204178,299,3631328,3625682,,
3,1333333,420480575,152788203,548313730,1102283276,134245431,1212375318,6321637,4113489,10941470,150640,168647,225784,56611,62656,156847,139,1856929,1840955,,
4,1000000,330065069,168636792,495531857,834568696,141416496,974523860,7671572,3882182,11452196,194684,87648,325460,76000,53742,175413,312,1902099,2074269,,
5,800000,257180073,115957133,382802607,746661573,77476012,829202719,8813106,2291457,10434171,172375,149739,297165,20030,26477,60054,12,2876180,2600974,,
6,666666,263083545,110277387,373218191,647271580,70442001,706428138,8770060,2240659,9938919,180872,153714,299144,27034,27145,71241,12,2652859,2210822,,
7,571428,256202983,75075566,328162123,558618990,77124077,618395995,7400570,2149327,7657900,132588,126373,205507,28408,24123,75359,66,1469126,1244613,,
8,500000,268025203,64067380,329712743,484672594,76994355,551458776,6943273,2289046,7307137,197199,123358,255548,31955,27592,108044,9389,1254965,1083674,,
9,444444,257061467,46651745,290282217,419420066,66639974,498071570,5166945,2171116,5664243,136111,113866,146112,30290,20451,116790,18114,637691,573865,,
10,400000,252063000,58585639,294147170,380225531,71579119,472771839,5783695,2411762,6245393,131832,124771,146095,53950,22130,157811,185,634212,549683,,
11,363636,231213299,48793356,267866207,347745236,70953363,420184103,3853029,2387392,4836135,49530,49844,117913,71983,15806,172265,4857,31615,42122,,
12,333333,233901121,46042386,262060564,311848377,70597966,379198337,3880721,2451154,5151225,76662,79211,129949,78750,17349,196261,86074,27903,89763,,
13,307692,214459888,42995713,245573530,293015886,68990642,357491273,3277767,2410778,4440691,50402,55651,118860,81127,19786,182413,77864,24409,84117,,
14,285714,227249583,49366864,263581652,281755222,73011971,354143987,3768286,2557086,5058935,62551,57799,139251,96199,22342,210256,37657,23079,106923,,
15,266666,200504083,57141642,242986791,250694758,75229351,325692682,2255231,2780076,4149737,67900,49968,160110,131125,21419,225052,107096,25118,122279,,
16,250000,178959359,56267754,219092146,278796269,84874078,340104503,1091888,2507928,3790630,53021,47355,127336,84230,30027,141368,91,20912,21003,,
17,235294,159077222,65657327,209264707,256070303,70010115,317167327,746169,2347644,3667409,46072,40546,112455,76846,25210,140154,143,24238,24382,,
18,222222,170759324,62573953,216774854,243866426,84368060,316050118,734307,2493155,3845263,52062,44154,119305,78953,27601,130590,236,22182,22419,,
19,210526,141226924,73936281,204538304,224633136,76622701,296171658,987856,2381089,3844601,68462,39757,129895,80939,28975,135549,250,20080,20330,,
20,200000,141375146,79319294,210885934,215709757,77001191,301755787,1056315,2550852,4100472,69696,45557,129760,87097,25893,142624,378,31658,32037,,
21,190476,148820563,67149532,199992071,208055030,72425624,283548714,805806,2357473,3723072,58962,40680,113137,74882,22919,129834,268,21964,22232,,
22,181818,149522110,71206163,206520902,208348199,74320002,286717362,943651,2466766,3822626,62003,40011,119604,86863,25590,141681,272,21738,22010,,
23,173913,144375259,68064248,191788075,196171557,78166324,259289703,958718,2348279,3747735,73257,38964,141915,82175,34639,133628,184,16384,16568,,
24,166666,128899523,78034338,192660308,190193046,87076064,256912206,1012599,2379878,3974870,76359,35932,144629,88008,35869,138854,274,19210,19485,,
25,160000,116565652,83720545,187707846,182953356,77180625,249440941,1046732,2343714,4089131,75264,36403,142584,87476,36644,139085,494,24704,25199,,
26,153846,94846793,97266792,186118625,173443031,69209926,241120789,1083075,2303008,4072935,97307,50296,163357,96971,36918,150215,859,35398,36258,,
27,148148,78163009,101409288,178582472,164825772,66287256,232395171,1106817,2237899,4052326,79857,50972,143379,91590,36005,144196,787,48031,48818,,
28,142857,142660634,67591808,188819670,180801283,83250954,243125756,921626,2362060,3662924,91038,36331,148357,92507,35236,142978,214,15978,16192,,
29,137931,93778370,92647605,176694931,159153091,65761661,226487318,1007686,2238317,3887485,76528,44651,134666,82034,34044,134338,836,36541,37378,,
30,133333,86597357,99561050,182288301,160843384,69810096,229374114,1126267,2338054,4226823,91572,51782,152258,89034,38870,138667,968,63305,64274,,
31,129032,103260045,86921285,173109004,152653014,64571469,217589080,912522,2167797,3658103,79441,35140,135962,77581,34157,130393,361,29348,29710,,
32,125000,83252517,96803094,173240850,147105387,65940327,215087488,956977,2237438,3800833,83138,46215,142177,94022,35907,148426,868,38907,39776,,
33,121212,53062067,105828689,169264819,144810765,64472572,211158181,1007906,2145036,3791795,160537,46575,218490,112497,36295,157576,0,12888,12888,,
34,117647,63450548,101847511,168775266,145062929,64850522,207592884,1013032,2165248,3843683,169595,47909,237205,127634,37590,170259,0,2691,2691,,
35,114285,73002506,96152855,165283338,147601673,63513474,201478294,1124697,2045686,3928507,161121,43962,243514,125167,36518,157904,<not counted>,<not counted>,<not counted>,,
36,111111,73694342,96968074,166990524,146372233,65218739,201199112,1113057,2093046,3977578,138205,45290,220617,130523,38166,160824,<not counted>,<not counted>,<not counted>,,
37,108108,69694267,92707745,161778868,140749071,61963050,194360370,1042216,2081503,3813728,152220,44514,229046,120225,36722,156484,<not counted>,<not counted>,<not counted>,,
38,105263,71379895,93824033,162805045,140872761,64544492,195403886,1114060,2060677,3997890,157206,45069,242797,143781,40604,166663,<not counted>,<not counted>,<not counted>,,
39,102564,78252182,91906408,161048818,139523737,62585015,192412739,1043254,2100615,3819419,141812,44232,212780,111101,36820,153611,<not counted>,<not counted>,<not counted>,,
40,100000,77407964,93099734,161349066,136347419,63172614,190062099,993180,2105323,3784982,153977,43380,225784,154496,36914,184189,<not counted>,<not counted>,<not counted>,,
41,97560,88237090,86480207,154056605,131230820,60530185,185492451,961078,2102464,3746651,132789,45319,204476,125645,38725,168193,<not counted>,<not counted>,<not counted>,,
42,95238,73278230,92391652,157446209,127310220,61055130,181361670,970250,2056155,3692786,161299,44776,238922,156526,39464,188032,<not counted>,<not counted>,<not counted>,,
43,93023,74546496,88127051,153373392,129299519,60996077,180355498,1016276,1984662,3667931,171155,45600,248145,154516,37908,174413,<not counted>,<not counted>,<not counted>,,
44,90909,69322602,92312282,157524344,128977716,62349439,179031265,1022080,2003437,3747843,169630,47645,252548,160774,38116,177203,<not counted>,<not counted>,<not counted>,,
45,88888,73021555,89624687,153981529,126643307,60873548,176798644,1024556,1961815,3703969,183485,50396,262191,162728,38912,176134,<not counted>,<not counted>,<not counted>,,
46,86956,70525329,91807956,155803348,125598592,61799171,175277602,968882,2012383,3626063,200487,42111,279365,181342,37967,189631,<not counted>,<not counted>,<not counted>,,
47,85106,84617421,88564045,153054945,124820586,60764081,174552968,989010,2003941,3633524,190285,41071,259628,149739,36507,171374,<not counted>,<not counted>,<not counted>,,
48,83333,65139897,90644072,152341746,119861488,60211363,168237281,1035621,1921439,3759131,168582,65186,260624,184379,41324,181579,<not counted>,<not counted>,<not counted>,,
49,81632,75860571,89275413,148587907,117147830,58745994,167652380,943234,2000039,3565632,169234,49846,245035,148019,37796,174138,<not counted>,<not counted>,<not counted>,,
50,80000,74702508,87784904,150073475,118238369,60381131,168756666,966826,1991109,3623758,193487,58949,273991,194580,39481,198799,<not counted>,<not counted>,<not counted>,,
51,78431,41394817,86229762,148380083,117280463,59245173,166950413,959234,1965912,3534381,172900,55562,245290,172206,37645,186832,<not counted>,<not counted>,<not counted>,,
52,76923,66398811,88738179,149250774,116032414,60171557,164342629,1009540,1928284,3661171,164877,62147,249558,178443,41244,183272,<not counted>,<not counted>,<not counted>,,
53,75471,68518307,87998347,149142940,116426168,59782062,163947589,1031653,1910567,3698203,183349,59863,262498,176771,38532,176538,<not counted>,<not counted>,<not counted>,,
54,74074,78876281,88508444,149678898,114464851,60031553,163574560,960245,2001872,3597053,227902,57221,304344,194059,37789,195603,<not counted>,<not counted>,<not counted>,,
55,72727,62352987,86501820,145657403,111963941,59204416,158526996,1096112,1774832,3750877,198405,61344,292798,224983,40791,173597,<not counted>,<not counted>,<not counted>,,
56,71428,62660930,88475474,147329315,110244770,60043934,157696522,1097167,1766698,3766733,211596,62304,312896,230300,42097,174886,<not counted>,<not counted>,<not counted>,,
57,70175,61577623,87256223,146203874,110150410,58794133,155423901,1091154,1768858,3725446,201989,62131,298244,204208,38544,172045,<not counted>,<not counted>,<not counted>,,
58,68965,83831409,86064687,145816038,109421186,58952036,157327796,933201,1968245,3519428,250981,59552,327237,204577,37518,204135,<not counted>,<not counted>,<not counted>,,
59,67796,61274526,86239565,143349643,106905134,58105227,152185553,1044766,1774677,3662794,223429,60902,324302,192736,38849,169056,<not counted>,<not counted>,<not counted>,,
60,66666,16093309,85645389,145397209,107956559,59009219,155671064,899632,1989829,3478045,251464,62219,324926,202576,38633,207763,<not counted>,<not counted>,<not counted>,,
61,65573,54220379,79806162,139802016,104265570,57186354,151790472,894818,1901947,3382919,236993,61120,312091,216380,37523,215495,<not counted>,<not counted>,<not counted>,,
62,64516,31847309,89547850,150708377,110522644,61046283,159855151,930135,2045580,3543899,266895,46553,329701,195001,41154,204378,<not counted>,<not counted>,<not counted>,,
63,63492,59104191,88245969,144475281,101337027,58301567,146980373,1150652,1669095,3712966,236410,61753,356563,196341,41431,160594,<not counted>,<not counted>,<not counted>,,
64,62500,58514331,81885590,142803513,100688442,56921465,145685679,1023554,1802462,3635584,229764,61853,328918,227615,40974,195582,<not counted>,<not counted>,<not counted>,,
65,61538,60125993,86141920,142086692,101076587,57897486,145325942,1061442,1688304,3555147,221125,60618,329604,217761,41520,168615,<not counted>,<not counted>,<not counted>,,
66,60606,63366746,87436163,143037135,103001978,58302499,146295942,1000155,1779448,3585117,262706,62404,362128,280378,42347,215430,<not counted>,<not counted>,<not counted>,,
67,59701,58876045,85316106,140482608,98675732,57632662,143311778,1039087,1660252,3510998,250122,62715,369643,245902,42826,171321,<not counted>,<not counted>,<not counted>,,
68,58823,59697304,88186585,144261450,97863491,58359866,143466963,1056175,1689724,3606529,243945,62445,365197,257499,43209,183836,<not counted>,<not counted>,<not counted>,,
69,57971,73613916,83136733,141362819,101729285,57878392,147025882,988082,1876643,3516298,228454,60369,307929,202223,39728,197910,<not counted>,<not counted>,<not counted>,,
70,57142,61458238,87397989,143452070,101061855,57922839,143785127,996264,1802994,3520920,250896,63256,352818,261170,42201,202254,<not counted>,<not counted>,<not counted>,,
71,56338,19167676,81945726,138350996,99783848,57135759,145374145,914180,1848278,3397686,260875,62192,336254,242026,37825,216534,<not counted>,<not counted>,<not counted>,,
72,55555,69043940,85116184,140450095,99017937,57558710,142464303,947735,1809813,3472327,242582,60820,330167,252076,41370,222560,<not counted>,<not counted>,<not counted>,,
73,54794,52182267,81000774,135441918,92628271,56011146,137479370,1051939,1654654,3501904,237782,63035,358609,261486,43522,172144,<not counted>,<not counted>,<not counted>,,
74,54054,48229700,84778340,141100982,98218047,57778310,143134552,937430,1852449,3395679,249769,60519,329026,228360,40440,214275,<not counted>,<not counted>,<not counted>,,
75,53333,78208533,82928599,138655016,97729633,57077434,141099089,996663,1777544,3496932,241441,60201,325418,229321,39361,198949,<not counted>,<not counted>,<not counted>,,
76,52631,74531496,83235570,137234888,95266656,56644645,139436080,890552,1810110,3376864,280945,61277,371287,261997,41543,221229,<not counted>,<not counted>,<not counted>,,
77,51948,59558770,81429366,135175574,94118200,55863876,136177462,936153,1734939,3418645,266389,61871,378582,267982,44285,180698,<not counted>,<not counted>,<not counted>,,
78,51282,58822804,84451894,137699677,94374859,57061633,136607186,961983,1751709,3507427,269149,62120,383572,268283,42903,197201,<not counted>,<not counted>,<not counted>,,
79,50632,56091336,82287890,135893560,91568704,56184317,134256780,991955,1649906,3484433,282643,60691,407143,298149,43047,198594,<not counted>,<not counted>,<not counted>,,
80,50000,58881617,81134731,133246692,91208097,55994177,133853139,978023,1736703,3502766,262969,63660,381452,271669,43068,196583,<not counted>,<not counted>,<not counted>,,
81,49382,58920782,82310394,134533873,92328603,55814740,133286653,955117,1703988,3389077,257304,61275,368672,252092,42168,187861,<not counted>,<not counted>,<not counted>,,
82,48780,58973183,79983674,133411158,90444315,55591543,133846833,899043,1781452,3443411,281784,62922,393891,293881,45607,219715,<not counted>,<not counted>,<not counted>,,
83,48192,57541736,83178433,135774771,91599206,55592317,132414894,1006930,1661859,3426621,253658,60673,364376,273077,44542,190493,<not counted>,<not counted>,<not counted>,,
84,47619,57758190,83666688,136641494,91270791,56650188,133032465,1022491,1663145,3440295,268361,62036,383716,293556,44436,198716,<not counted>,<not counted>,<not counted>,,
85,47058,58158143,82877833,135601276,91288067,55949153,131926054,1010558,1636878,3407998,273318,60977,386739,301430,42452,196569,<not counted>,<not counted>,<not counted>,,
86,46511,56415051,84688778,138317695,89301989,57472710,133667437,1059112,1647764,3436883,310060,65987,446536,331496,45229,175284,<not counted>,<not counted>,<not counted>,,
87,45977,63064039,82041404,135476681,90933770,55707017,132067616,946521,1709314,3370223,280633,59980,382807,300230,41395,217271,<not counted>,<not counted>,<not counted>,,
88,45454,55869586,83105172,134960736,88058269,56370482,130552318,945345,1677788,3404938,290784,64549,417410,306668,47099,176896,<not counted>,<not counted>,<not counted>,,
89,44943,53520096,83221798,134448058,85548111,55653010,127875226,1149063,1559986,3486475,292103,61588,424979,306243,44652,184783,<not counted>,<not counted>,<not counted>,,
90,44444,62269588,81260069,133746739,89207066,55922415,130491434,902649,1698319,3328965,316350,62050,432667,342899,43854,220883,<not counted>,<not counted>,<not counted>,,
91,43956,59014659,82625339,131923186,88234182,54859071,128525874,934567,1664225,3307194,288683,60721,399935,313127,43032,215934,<not counted>,<not counted>,<not counted>,,
92,43478,55796902,83193614,134235596,85549712,55603809,127400097,1014778,1620561,3413853,309664,61652,441503,347065,44163,187578,<not counted>,<not counted>,<not counted>,,
93,43010,57855894,79986517,130763596,87171587,54682148,127044825,982272,1633677,3351961,299966,61692,419438,338982,43195,209374,<not counted>,<not counted>,<not counted>,,
94,42553,59125491,84289524,136856639,89694722,56539640,129003046,921120,1677875,3334705,368711,61515,498118,450052,43133,237285,<not counted>,<not counted>,<not counted>,,
95,42105,78980463,82500653,138020484,89734726,55879970,130129308,855871,1750892,3266379,376424,61194,473904,431033,40645,301944,<not counted>,<not counted>,<not counted>,,
96,41666,76327341,81375902,135719496,87434583,55383409,128583616,895289,1732456,3317006,347678,60524,449591,366236,43377,263370,<not counted>,<not counted>,<not counted>,,
97,41237,68831541,78590641,133008971,85906306,54557791,127693984,859697,1731233,3279158,321995,61596,423304,321741,43734,241346,<not counted>,<not counted>,<not counted>,,
98,40816,76616978,79490406,133567845,85709453,54797953,127925613,819047,1819064,3319735,323320,63325,426581,329631,44992,248993,<not counted>,<not counted>,<not counted>,,
99,40404,76676355,80160381,133676872,86208789,54681917,127243214,884473,1703402,3240104,329236,59661,428319,343756,41756,255258,<not counted>,<not counted>,<not counted>,,
100,40000,56931643,82347649,135108014,84763099,55574690,125619944,937472,1659439,3314230,324935,63973,456172,347689,46080,201821,<not counted>,<not counted>,<not counted>,,
101,39603,58637365,81674161,134392996,85309853,54745668,124698860,944057,1631264,3276144,313912,61251,434937,347918,43873,211481,<not counted>,<not counted>,<not counted>,,
102,39215,59737161,80690023,134830882,85805938,55167752,127266467,848566,1757314,3225330,364783,59864,457632,399614,42212,303599,<not counted>,<not counted>,<not counted>,,
103,38834,65300419,82380287,133198059,76765229,54556479,120479512,1267671,1494207,3369432,367494,61850,552656,402734,53655,208793,<not counted>,<not counted>,<not counted>,,
104,38461,59573961,81701872,133652818,84562626,54770168,123602424,935924,1650251,3311881,331038,61810,454404,391082,44330,247345,<not counted>,<not counted>,<not counted>,,
105,38095,48694330,81364072,131450245,71451591,54595695,118222118,1545452,1518450,3370939,320409,69519,533427,289785,56884,257836,<not counted>,<not counted>,<not counted>,,
106,37735,55575891,82562489,134349814,80617304,55292526,121787802,1019043,1590794,3394817,356770,63487,506503,414126,48556,193569,<not counted>,<not counted>,<not counted>,,
107,37383,76219394,79350902,131693372,83296330,53904659,123346798,863547,1692457,3254340,341741,60900,448026,384644,42924,275665,<not counted>,<not counted>,<not counted>,,
108,37037,63546576,80024474,133177681,83378569,54745614,123971554,894133,1703770,3290015,380518,61754,497246,443439,44511,286464,<not counted>,<not counted>,<not counted>,,
109,36697,53786246,81855780,132881015,79246350,54653532,120106793,1080226,1531737,3366564,368787,62729,521867,424834,48078,192481,<not counted>,<not counted>,<not counted>,,
110,36363,63107724,83942453,137521886,85984206,56013569,124300758,841420,1740590,3269637,391840,62661,512356,508227,47973,313674,<not counted>,<not counted>,<not counted>,,
111,36036,68262588,80366253,132698957,83099815,54460552,122382761,858316,1713476,3335454,373338,62295,495247,439306,45708,254892,<not counted>,<not counted>,<not counted>,,
112,35714,55736421,81559514,132459447,80269554,54600358,120005373,885351,1634018,3259547,360284,67032,506883,436188,47577,208189,<not counted>,<not counted>,<not counted>,,
113,35398,56789554,78973368,130851515,81013103,53585387,119162901,948710,1591183,3289263,345243,62671,478207,425632,46101,220605,<not counted>,<not counted>,<not counted>,,
114,35087,54222170,82805114,133271105,77497406,54385964,118674724,1009841,1547013,3321547,377474,63973,535816,497494,47484,196063,<not counted>,<not counted>,<not counted>,,
115,34782,56514001,80524130,130818527,80794989,53999059,118546793,921278,1587831,3252100,374283,63413,514717,485651,46772,236310,<not counted>,<not counted>,<not counted>,,
116,34482,28606825,79520113,132969134,82311386,53941940,122128346,788266,1745877,3137971,381706,64066,485911,455723,43335,321034,<not counted>,<not counted>,<not counted>,,
117,34188,37463721,77906196,130426561,81647350,54054809,121499431,871292,1670142,3199513,361530,61307,470324,432864,42842,289851,<not counted>,<not counted>,<not counted>,,
118,33898,64023841,81142399,132446518,81708262,54553087,120468614,827332,1699201,3190987,370116,64332,496340,469164,44853,262833,<not counted>,<not counted>,<not counted>,,
119,33613,61091600,79489681,131145587,82272091,54817872,120801712,876348,1626855,3204278,401864,63366,536098,538992,48727,230285,<not counted>,<not counted>,<not counted>,,
120,33333,55978616,81545369,132147582,79630860,54392395,118396933,906666,1610734,3187286,354565,64359,493018,459133,45003,229915,<not counted>,<not counted>,<not counted>,,
121,33057,60250961,78534028,130629176,80460039,53931307,119369959,847420,1700605,3263297,364897,65246,491230,457336,47178,272654,<not counted>,<not counted>,<not counted>,,
122,32786,53393095,82134464,132622686,77328120,54142575,116647706,904827,1567113,3247733,386338,64866,541693,523171,47692,199784,<not counted>,<not counted>,<not counted>,,
123,32520,50353991,79078958,129400491,75940383,53685180,115905340,940058,1571369,3231327,374219,64985,529913,479699,51402,197856,<not counted>,<not counted>,<not counted>,,
124,32258,61032333,81428449,132130405,79997168,54252993,117527736,879590,1624992,3169080,355444,61603,479584,473099,46025,256561,<not counted>,<not counted>,<not counted>,,
125,32000,55001065,84611274,133793046,76051536,54406905,115916758,931088,1570533,3223216,387745,64194,547796,496304,47385,188470,<not counted>,<not counted>,<not counted>,,
126,31746,56827622,83147392,134403401,79494989,54589015,116756224,773870,1618837,3105422,501012,62356,667238,753613,45289,339453,<not counted>,<not counted>,<not counted>,,
127,31496,55282872,82078934,132547324,77567153,53976729,115432941,801676,1577993,3133853,493625,62696,666342,728708,46033,264101,<not counted>,<not counted>,<not counted>,,
128,31250,54876145,80899495,130727167,77306112,53819116,115451301,896462,1598328,3200798,350145,62347,486112,468937,46619,235349,<not counted>,<not counted>,<not counted>,,
129,31007,63056307,78686342,128164146,78504593,53470691,116348788,796753,1674737,3165532,352490,63441,476515,470630,51351,251921,<not counted>,<not counted>,<not counted>,,
130,30769,53704515,82225851,131931889,75006285,54209678,114537685,924122,1569179,3253232,361493,64405,511518,477846,46976,194522,<not counted>,<not counted>,<not counted>,,
131,30534,52225178,80473043,129642239,74383732,53711709,113932612,997609,1533594,3251649,385179,64460,540662,502991,50902,196077,<not counted>,<not counted>,<not counted>,,
132,30303,56926273,82058376,132570445,78048982,54658973,116429374,857390,1653899,3209381,382968,64309,522384,528850,49089,233970,<not counted>,<not counted>,<not counted>,,
133,30075,59883822,79364630,129083336,77775811,53502054,114910203,906001,1581147,3197803,390949,61627,522461,537685,46360,246096,<not counted>,<not counted>,<not counted>,,
134,29850,52561466,81965266,130869975,73470856,53810271,113294927,906405,1576187,3226719,381538,65843,542501,517058,48865,193889,<not counted>,<not counted>,<not counted>,,
