C,N,cycles:u,cycles:k,cycles,instructions:u,instructions:k,instructions,cache-misses:u,cache-misses:k,cache-misses,LLC-loads:u, LLC-loads:k,LLC-loads,LLC-load-misses:u,LLC-load-misses:k,LLC-load-misses,LLC-store-misses:u,LLC-store-misses:k,LLC-store-misses
1,4000000,1563527,1363490,2928093,2123783,1155579,3279362,18807,14766,33575,4105,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
2,2000000,1334334,1407216,2977538,2123784,1121589,3245373,19251,17488,36751,4496,5909,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
3,1333333,1563378,1298257,2862641,2123792,1079487,3203279,20276,15937,36221,4162,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
4,1000000,1572337,1355749,2929194,2123795,1124996,3248791,20308,16956,37275,4122,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
5,800000,477007,1366999,2919541,2123799,1108938,3232737,19186,16101,35290,4130,5781,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
6,666666,1604098,1391606,2996662,2123783,1142661,3266444,20320,17851,38179,4094,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
7,571428,1569398,1364641,2935191,2123794,1137683,3261477,19800,17243,37055,4230,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
8,500000,1553915,1319796,2874787,2123780,1085997,3209777,18766,14700,33475,4151,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
9,444444,1545666,1327162,2873899,2123806,1140635,3264441,19215,15443,34667,4206,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
10,400000,1578463,1373028,2952654,2123795,1113072,3236867,21091,17246,38343,4208,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
11,363636,1558708,1344586,2904193,2123803,1109545,3233348,19563,16362,35941,4314,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
12,333333,1555928,1446288,3019641,2123809,1171807,3295616,19672,17720,37400,4434,6912,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
13,307692,1553837,1319623,2874577,2123795,1073135,3196930,19979,16531,36520,4282,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
14,285714,1629971,1474798,3105838,2123783,1148219,3272002,22572,19837,42424,4222,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
15,266666,1550073,1327975,2879046,2123783,1094324,3218107,18948,15894,34846,4234,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
16,250000,1568963,1355336,2925408,2123781,1096076,3219857,19980,17915,37910,4215,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
17,235294,1558737,1327846,2887774,2123796,1125352,3249148,18902,14983,33894,4228,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
18,222222,410542,1326514,2893273,2123798,1146911,3270709,18619,15017,33638,4199,6379,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
19,210526,1561171,1340084,2902289,2123781,1131727,3255508,19287,15451,34749,4229,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
20,200000,1651805,1534466,3187286,2123796,1166508,3290304,23521,22842,46373,4233,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
21,190476,1561585,1323294,2886038,2123780,1096021,3219801,18773,14881,33659,4327,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
22,181818,1605742,1471471,3078264,2123807,1153289,3277096,22132,19194,41333,4291,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
