C,N,cycles:u,cycles:k,cycles,instructions:u,instructions:k,instructions,cache-misses:u,cache-misses:k,cache-misses,LLC-loads:u, LLC-loads:k,LLC-loads,LLC-load-misses:u,LLC-load-misses:k,LLC-load-misses,LLC-store-misses:u,LLC-store-misses:k,LLC-store-misses
33,121212,333634146,120713417,452776552,564091704,81603799,726192779,3066349,1634910,4557917,211038,51646,272457,186993,54421,263374,204,1604671,1744939,,
34,117647,313697020,132709854,448528863,586947370,64215229,742523823,3026255,1520958,4599381,191571,43924,279194,185287,35394,254306,238,1945203,2049989,,
35,114285,300265367,132488441,435656442,601208897,60576158,738791726,3033724,1424029,4471978,199213,41661,285934,138071,37044,209353,91,2159235,2228283,,
36,111111,306451649,126142930,438127573,612724319,60671765,740197568,3129159,1412833,4535163,226777,40891,298808,105523,40234,182881,14,2353939,2407890,,
37,108108,289770757,121251859,425086568,615497184,57708922,736179803,3227871,1305746,4530776,206791,38555,282642,81933,36822,155283,28,2333289,2368311,,
38,105263,286386701,119722779,425404235,631539132,56988289,726913751,3232887,1272775,4509969,231139,48523,302635,72761,40792,153627,7,2466471,2496126,,
39,102564,284582271,111880939,413484971,631095496,52132303,702572351,3317601,1312460,4426110,228876,63895,285756,16555,45199,99501,55,2482738,2501140,,
40,100000,291233871,111978296,419671458,650442527,52584086,699583852,3377110,1296798,4464919,205429,65377,278716,38484,45527,128207,63,2639828,2649608,,
41,97560,277356091,111672532,408017319,622905774,53001766,691570440,3352270,1297791,4433271,211746,66012,265892,6805,32604,77781,27,2453621,2475235,,
42,95238,286795072,97961232,398844814,648539725,46275512,661409950,3269331,1125312,4381649,193076,67571,278155,24134,16128,81858,13,2611730,2406172,,
43,93023,279317829,99673259,391193376,628182591,46521169,655823367,3349542,1128070,4377072,205825,66105,282541,19799,16617,76900,46,2593649,2437119,,
44,90909,272674273,101654804,390987498,632877188,47195376,652698583,3288686,1141157,4360034,205737,66277,278121,21919,15666,85250,78,2598601,2462375,,
45,88888,285828690,85453416,382221328,616472193,40510410,634382671,3312462,1078647,4043990,198139,66636,304238,31193,16482,89390,25,2456977,2050115,,
46,86956,289961244,84150813,383813203,610277702,39955534,627405096,3472708,1128641,4244621,196143,70818,321263,45438,17243,118233,77,2372929,1977511,,
47,85106,283816920,83427063,376509876,602854268,39272062,618790796,3622158,1095668,4316501,147568,66007,252184,43324,16001,115680,107,2349898,1958356,,
48,83333,287820293,77180724,372268726,589713511,49740451,605627264,3290101,1073573,3873872,184998,72103,315257,47591,17177,118278,87,2161627,1801443,,
49,81632,286619624,75130537,368997878,586468362,48506283,599412899,3179647,1029169,3761391,177367,71140,303430,42293,16718,107400,12,2098137,1748452,,
50,80000,285098855,72592535,363823570,577678750,47897746,591549970,3244425,1047422,3848433,203558,71528,326520,56125,17779,132067,0,2005267,1671043,,
51,78431,281642769,73718215,362726259,579348657,47737549,589315072,3159429,1030019,3749809,174181,69555,287024,48094,16864,119365,54,2044139,1703098,,
52,76923,280015143,72759931,359635229,568024209,47820246,585217924,3113033,1058091,3723769,179212,71568,307830,60407,18127,142319,24,1997743,1664425,,
53,75471,285498704,62178759,352422697,547507197,42093562,573438743,2960426,1106840,3590122,160525,75987,296551,65361,17957,140603,0,1611186,1342647,,
54,74074,270160794,72368149,348690278,556058556,46949710,570958371,3180846,1040388,3778265,185995,70693,300732,58894,17253,141718,0,2018107,1681759,,
55,72727,266914929,68400935,343067332,549389728,44852285,563014794,3206491,1038159,3823304,159464,72467,275164,59267,17587,139213,11,1853055,1544482,,
56,71428,277891596,60646101,343157880,534010886,41796856,563345792,2978134,1103321,3593168,169175,74311,297903,69035,17547,149411,17,1597757,1331466,,
57,70175,273029429,63629493,340717042,534296539,42724892,560319538,2911061,1045378,3487761,166338,71200,290763,60005,16817,137148,0,1722075,1435058,,
58,68965,277564151,57485436,338326417,524941525,43029690,559189040,2781671,1135226,3403624,175997,76174,317628,86727,18008,179011,0,1495886,1246573,,
59,67796,280783954,51645068,334035443,516696162,49967768,555702671,2672641,1150702,3321013,162080,77408,288247,79436,17856,151794,11,1285398,1071170,,
60,66666,276839141,55880363,334648633,515628170,51359752,550836800,2674236,1131104,3295297,164132,76509,308459,82128,17707,166771,22,1438138,1198467,,
61,65573,278096468,49170936,328551075,507681261,49373211,549715261,2564665,1162050,3229794,169608,77798,304935,86507,18043,160329,0,1211204,1009697,,
62,64516,269107071,59124127,330326638,512823192,41196112,544585751,3097339,1103268,3699555,167401,79683,302577,30482,17771,78374,0,1566884,1305730,,
63,63492,275283619,48236448,324759678,501066494,48918524,541683547,2868564,1158848,3529744,177060,78570,302631,36773,17805,79617,16,1178365,981977,,
64,62500,269775661,52138551,324134178,501920423,50592011,540736466,2633580,1140745,3266256,167780,77634,283704,94741,18122,184443,0,1347069,1122557,,
65,61538,263083424,51038616,317801034,497823147,48946814,533357768,2711665,1146878,3408824,147948,75023,284566,87780,18331,163948,11,1268281,1051650,,
66,60606,266251021,48808215,318297609,477862064,49676598,534301688,2682333,1348362,3252030,148593,68177,220351,116617,18025,210548,0,903090,788371,,
67,59701,277877778,48790041,316170473,483162025,47400134,530049003,2268077,1230715,2992912,190221,83050,274071,122094,18529,189326,0,882357,735295,,
68,58823,261300414,53174462,318156267,492668388,51604038,536820925,2562087,1167381,3233120,147211,81411,283392,104842,19957,209664,0,1384239,1153534,,
69,57971,276260589,46897983,313268113,479959776,46997268,522447360,2204929,1250496,2970237,181786,84639,267285,120208,18052,182738,0,829893,691579,,
70,57142,274889502,44891291,308990917,479430728,46961057,513402745,2163245,1287421,3008912,179046,88274,273892,143534,18114,206487,20,754138,628469,,
71,56338,268157152,39027391,305892471,479796077,44988584,495921895,1999153,1321102,3048020,178641,67799,282171,153591,16585,201257,0,528849,440724,,
72,55555,270483316,49609748,310118798,474394646,48419056,527361420,2283595,1259027,3028244,170938,83993,281082,138828,19023,216302,20,938071,781737,,
73,54794,272771247,41013595,304076511,474340780,45440552,502467918,2154097,1294807,3029025,174116,82879,271394,136876,17324,192390,0,646448,538757,,
74,54054,274762254,42299316,305523086,471542348,46148577,498445849,2146609,1320343,3056280,185533,88684,286804,151238,17117,209318,0,670617,558870,,
75,53333,270372937,40952839,301698723,471139128,45513732,499097960,2189400,1293729,3024825,167576,83804,273398,141909,17412,198425,10,675773,563176,,
76,52631,266874052,39512419,301780811,469564148,45476856,488071578,2051806,1318797,3041981,181282,76438,300701,173010,17286,228337,10,583014,485902,,
77,51948,264254827,37016787,298934497,469641154,44477031,482515181,2032346,1317775,3033938,171990,66635,283140,164437,16362,212076,0,509248,424443,,
78,51282,265923436,33533993,296830651,465717426,45786223,461260504,2049447,1403367,3339541,185200,71290,326398,188850,16536,237328,0,326132,271818,,
79,50632,267990079,43486126,294233662,458629321,45677820,498621114,2205009,1238197,2935609,186975,83582,284202,170350,18265,248235,0,822143,685167,,
80,50000,260477083,36704623,295163848,463272472,44585420,472156396,2010775,1360814,3081651,181027,67765,307255,169146,16224,215661,20,483557,403146,,
81,49382,258912715,37640681,294589393,462688085,44589721,476425670,2001906,1330219,3025712,178200,69316,302336,167343,16370,216969,0,525938,438315,,
82,48780,262948528,40661357,290811056,465316318,46833826,453160164,1837811,1428594,3182531,188103,75505,326748,216633,15703,267946,0,241710,201474,,
83,48192,255067735,36598863,288557661,458939164,44315142,475280537,2012043,1330228,2961509,167220,69593,282620,158104,16688,209509,0,571274,476205,,
84,47619,256002887,35571691,289119207,459727350,44691308,472055983,1955692,1341766,2965397,186209,69429,325017,198196,16073,250143,9,511593,426426,,
85,47058,253228473,36261161,287503357,459001526,45424602,483774955,1957154,1323422,2845704,170884,67939,280329,174850,16555,234484,9,559465,466268,,
86,46511,260037163,37456942,282364905,465902299,48065301,437413344,1522856,1511757,3031931,200604,71247,348304,207455,15298,256425,0,92802,81302,,
87,45977,259005953,42070619,284432506,460467471,44877885,458356992,1691362,1390048,2909921,182546,72593,309045,206299,15698,255599,19,375328,312800,,
88,45454,260345738,39949353,283773576,461546757,46402873,447541912,1614593,1431419,2979488,181260,73492,311114,204281,15406,253058,0,261199,221297,,
89,44943,257063087,37176127,280773281,463656443,47318114,430292275,1569269,1466587,2970715,184375,64928,337055,199431,14821,247021,18,100159,87487,,
90,44444,257813978,41582455,283101037,458055462,45765045,452325362,1672002,1416266,2957240,189083,74179,331401,254464,15569,309847,0,338414,282086,,
91,43956,251384444,35845825,278655742,462615477,48035415,423854254,1448129,1501277,2942149,197736,43381,362885,224822,14749,275410,0,38543,36124,,
92,43478,259794631,38014291,279586076,459264214,47140842,436392819,1532567,1442568,2921099,197457,76962,351743,232605,15124,284428,0,180191,153994,,
93,43010,247034394,36731439,275978889,448755100,49511624,406263032,1309068,1590830,2953862,209566,39545,373388,219485,14105,268417,0,37,3902,,
94,42553,259140560,39429860,282206470,456146467,47165793,437117322,1683523,1472123,3081413,248138,77013,461128,418667,14810,493410,9,209754,178744,,
95,42105,253882025,41613660,280726688,453357115,44294173,457212898,1803852,1366781,2905468,221343,71367,417517,434966,15374,512551,0,429586,358035,,
96,41666,248174899,35124263,276270139,458506407,48747267,417546407,1391478,1552691,2952877,220008,39817,405269,266110,14837,320977,0,11536,13426,,
97,41237,256353264,38911861,276318897,455073223,45979854,436404694,1518017,1410149,2790392,197443,73896,351363,252530,14970,307010,0,262263,222426,,
98,40816,254156581,39218453,278480730,455065824,47324828,430691037,1436100,1473016,2845523,217485,68507,402652,311946,15100,373667,0,190314,162450,,
99,40404,249849165,36999148,273359462,455048680,46391091,429370793,1474438,1463941,2831784,193669,63760,359021,242241,14766,294691,9,195479,166686,,
100,40000,244854268,35816923,273175791,451875862,49649597,406716036,1295191,1594612,2911984,237659,42467,441775,302286,14143,361563,0,18,3810,,
101,39603,245065353,34563036,271151725,454495814,48408783,407346300,1320416,1542895,2837502,218603,40640,407561,253870,13832,306650,9,43,3895,,
102,39215,247603925,35017356,268836089,449286677,47720838,415660495,1539134,1511994,2972241,262829,69881,457541,350055,14520,415639,0,88778,78022,,
103,38834,246794185,36194917,268659060,450017657,46251276,421284095,1564426,1454963,2852078,232565,66500,424218,344916,14768,410579,0,184675,157845,,
104,38461,239925179,36960617,269817774,437696425,49934648,393085796,1414421,1630480,2996342,272931,40084,481430,360678,14214,426951,27,129,4101,,
105,38095,240466940,35134480,267710716,444904721,48932081,396702078,1259536,1585681,2861393,247045,39184,448939,287393,14122,344561,0,32,3839,,
106,37735,240275152,37857038,269488446,437126203,50388528,389917204,1186155,1657103,2850011,265630,41177,478893,357728,14245,423191,122,4234,3749,,
107,37383,245400389,37950119,271037206,450290319,47135662,429309015,1480538,1468933,2833511,229298,56895,413944,313990,15586,376649,0,205431,174994,,
108,37037,240894265,36184587,266397680,446799511,47032336,416610398,1413754,1515993,2840745,247012,53321,460152,351607,14934,417456,0,136488,117524,,
109,36697,238034059,36346147,265451337,435942603,50138926,385476864,1122270,1634369,2763477,256027,40195,456975,307909,13671,367052,107,4355,5533,,
110,36363,241893600,35896946,269084927,446015971,49809476,397946471,1332593,1612171,2905576,314275,41710,580022,483805,14617,565966,0,0,3651,,
111,36036,234810812,38798243,265768959,421002985,51480808,373482018,1194194,1720728,2877722,341017,41769,550747,444269,13100,520038,18,4509,6668,,
112,35714,239780996,34907825,266744391,448008066,49834417,402311830,1221110,1615898,2799719,250650,41518,489094,374167,14817,443362,0,21,3709,,
113,35398,231366056,33690391,258799815,433247542,48437109,395449682,1421235,1558269,2921861,263379,39934,467423,325140,13638,386078,0,21,3914,,
114,35087,234891456,35642743,262055597,436982285,49548870,388564236,1195928,1631636,2842420,282819,44451,512207,414061,13993,486079,0,314,3686,,
115,34782,237036419,31458098,258905870,446904670,47853171,403564097,1300493,1528153,2772089,251604,45665,467066,341095,13991,404636,8,24444,23907,,
116,34482,234971891,35703077,261709629,434526249,50496697,385789357,1124350,1636576,2770209,278774,41679,496868,390315,14061,459468,0,4120,5353,,
117,34188,236216207,33367307,260133366,444371462,48653349,392392493,1182283,1563790,2689214,244026,40233,469378,339730,14314,398116,0,2025,3676,,
118,33898,227969837,39114840,258909035,415789852,51945766,370216066,1007460,1759657,2819046,367663,41628,573449,485440,13195,566090,66,4453,6859,,
119,33613,236842275,31763784,258402038,448038549,49074669,394817164,1161028,1583280,2709558,279395,46893,516979,431121,13608,505379,0,2707,3650,,
120,33333,235826510,32884886,259085824,442279039,49265357,393703649,1284898,1628905,2807250,293883,40796,540093,453104,13897,530650,0,780,3621,,
121,33057,234673641,32013184,256296782,441536033,49048302,387303837,1137178,1585750,2700370,269043,45079,493387,371776,13587,438474,0,3869,4732,,
122,32786,233775029,32823194,257358760,436985261,49636600,390104633,1294248,1598073,2783650,298803,42572,538414,464268,14116,544903,8,60,3889,,
123,32520,223830010,38707708,255452310,403913955,52584492,356058366,1057580,1788539,2834272,333227,43195,492429,399030,13102,468504,117,4308,6742,,
124,32258,230949705,34744448,256124963,427367809,50772759,377023599,1042146,1661736,2714140,294901,40235,493850,415280,13541,486822,52,4068,6000,,
125,32000,225354087,38653447,255045711,406548966,52326099,358181217,1014726,1777204,2768813,318017,43234,482189,391386,12976,459863,38,4176,6556,,
126,31746,237718957,33556623,261486774,446524900,49477071,402021798,1294116,1611312,2782276,471585,44635,862927,923498,14555,1060183,8,50824,45930,,
127,31496,226605921,40939365,258635588,405468759,53713042,356531623,996731,1832038,2712464,587537,41446,838945,871623,12869,970101,30,4238,6427,,
128,31250,228378493,36920264,255572669,417836508,51764103,369612828,1066622,1757640,2802546,314946,43256,495354,426876,13986,501017,47,4471,6713,,
129,31007,228067079,33922199,253503226,427894380,50140608,381897597,1230524,1684852,2814914,304407,42300,513119,423436,14750,497680,26,4085,5358,,
130,30769,215116474,41411646,249417443,385849385,54665108,344026270,849698,1877400,2819762,416867,42998,569708,527428,12658,594174,86,4150,5187,,
131,30534,223350482,36863281,250113467,405154531,51579240,351971324,783287,1757665,2748277,330741,44785,512405,435785,13446,509262,38,4435,7724,,
132,30303,224015866,35681033,250753280,415995144,50910476,365275043,1083556,1731264,2793171,345741,40777,542717,477300,13704,557842,95,4739,6893,,
133,30075,225213687,38915080,256746141,414566714,52860077,369329959,942349,1775913,2807691,333308,42612,522254,451100,14161,522675,30,4393,5100,,
134,29850,217773327,42380670,251690103,386386542,54612561,336206863,842442,1858261,2794552,397791,44023,547292,501788,12966,570961,124,4213,7559,,
135,29629,213229383,42787664,248014764,374687496,55379458,331296433,887108,1816879,2772286,428349,42061,560399,519515,12224,573485,97,5402,5804,,
136,29411,214951321,41476722,248944492,386199261,54872931,334800390,780782,1838915,2809140,414675,42454,559973,512013,12508,587190,46,4365,7535,,
137,29197,216782847,39196892,247038815,390251975,53638463,336335498,761102,1842320,2728451,361683,42901,501575,439637,12556,513184,84,4115,7052,,
138,28985,218176568,37262860,247465584,399405350,53307458,349985505,842029,1827415,2735674,391478,41898,555353,513743,12736,596616,25,4253,7743,,
139,28776,206648057,46227495,245941851,355416182,57399095,305512119,762156,1892345,2872441,431839,42183,524964,464515,11700,496548,16,7245,7328,,
140,28571,219936668,37388383,248405224,404628108,53477491,351865573,804289,1817950,2686540,383425,43505,558345,512008,13241,595391,108,4175,5135,,
141,28368,212182243,41126618,246024736,378838553,54866823,329181714,807767,1829451,2751589,392923,40888,513774,456715,12215,516909,37,5489,7816,,
142,28169,216342697,38223072,246305139,391165593,54322262,339908376,858365,1871970,2760950,462099,40309,621643,585912,12871,677655,50,4190,7232,,
143,27972,224463018,34526437,248246207,415580621,51548336,358440553,912877,1721601,2606024,388198,45319,591970,550429,12861,638309,0,4173,5533,,
144,27777,214289027,41869362,247240503,383414280,54749136,330512022,766603,1843191,2781071,459678,43624,611662,565139,12403,647661,59,5181,6887,,
145,27586,216535887,37549808,244213791,390584305,53648571,340340792,895187,1838002,2707847,399277,42644,545835,489961,12170,569876,116,4170,5281,,
146,27397,230709882,38004351,252655751,425553804,49803002,367506323,1027585,1579997,2490244,349555,38311,651400,612988,13741,710965,0,4343,4591,,
147,27210,206922294,42993795,241841095,363106367,56684044,311488937,746500,1858049,2823052,465083,43428,571236,519359,11757,565822,106,5750,5996,,
148,27027,217744612,37238745,244942472,397300284,53451331,341614762,749238,1840558,2679373,382598,43478,550977,497929,13764,579918,29,4125,6804,,
149,26845,211162119,39617237,240974094,377557104,54845085,322490082,714730,1771774,2684101,447073,40403,574926,520676,12314,603298,32,5651,6252,,
150,26666,204189060,44572080,240722199,357204973,57231225,307492790,751636,1894145,2803231,484954,42113,586966,546076,12093,581797,24,6865,7101,,
151,26490,210397023,39101346,240571445,379953303,54661669,325542530,696020,1807795,2723819,483195,40137,622219,592859,11857,684166,36,8005,8485,,
152,26315,206014328,45359543,243318504,360792630,57326621,308369700,749824,1885988,2796635,486219,43019,604607,561308,12506,594015,33,7717,7941,,
153,26143,206495858,43345544,241190537,363984361,56211872,310693189,726447,1829583,2731914,452019,41624,564225,511188,12337,562944,37,8354,8549,,
154,25974,208678682,43743942,245242216,373863426,54643769,315468888,724119,1914899,2733177,452517,44266,621924,587309,13049,669166,12,4860,7009,,
155,25806,212280428,38311803,239694327,383103194,54549900,327209286,697079,1813747,2643929,445098,43002,580902,522555,12500,605665,20,4649,4939,,
156,25641,206914271,40198183,240596168,377320502,55112738,331843010,857962,1973307,2888256,479888,43583,605606,557263,13491,624071,87,5290,10623,,
157,25477,212183460,42233009,244461076,377082463,55470152,320513266,673205,1772566,2620703,444726,44707,586845,529696,12494,601345,95,5020,5277,,
158,25316,209053567,42469926,242947335,373620220,56058893,325972074,940380,1919648,2825039,575085,45495,701757,688665,12614,712493,178,8291,8897,,
159,25157,218018504,36254788,243032680,400454682,53215915,341881594,859168,1837797,2582829,477148,47752,677748,660884,13213,761202,65,3925,4799,,
160,25000,201392447,47061230,239125519,345354690,59627548,290914264,641228,1994260,2884542,562358,39878,636791,602025,11077,621613,89,6174,6427,,
161,24844,205006360,43277005,239216653,354616000,57831828,299471814,683680,1901472,2806422,536432,40887,626790,573632,11376,620466,16,5218,5417,,
162,24691,208959075,42594089,242219247,372772653,56777143,322785284,811633,1851568,2747998,532318,42005,668135,636582,12859,677827,95,5260,5521,,
163,24539,212797924,37937588,238068457,384495722,54400401,326570203,695079,1819133,2611227,439272,46781,587378,527698,12440,611742,72,4759,5073,,
164,24390,208260721,41165764,238890496,371997322,56686099,315076434,669641,1825492,2645527,485656,45042,613942,563352,12235,628253,89,5052,5327,,
165,24242,207912445,40796664,237979332,368750520,56497121,311950562,680255,1850600,2696139,514515,40544,635445,589070,11531,650473,12,5603,5781,,
166,24096,197356871,46387000,234898598,338383754,59860504,286772346,623053,2016033,2883476,610614,40911,680558,655277,11233,669122,28,6782,6966,,
167,23952,211791848,37051036,237006016,390400743,53750204,331770579,718088,1898842,2601739,457334,46992,625013,587026,12096,678663,20,4845,5292,,
168,23809,195714291,48516503,235569751,333591339,60473466,280319935,593758,1955941,2865190,560543,40443,619226,581094,10867,591183,24,5798,5901,,
169,23668,208601064,39553735,237357401,373712882,55833056,317186818,689997,1829349,2672789,463864,44383,586241,531885,12834,609786,104,5239,5401,,
170,23529,198838162,45502640,235575398,347181424,58640499,295065162,661833,1960702,2800211,536548,41699,620278,591205,11453,623089,40,6501,6642,,
171,23391,201624001,44656267,235523730,351006145,58416534,295973135,634612,1949263,2776055,512598,44702,598525,551225,11872,588948,39,5549,5671,,
172,23255,209724102,41366019,241603170,380983145,55940702,324104644,749132,1886851,2680827,495415,42132,637968,606205,13516,685290,104,4944,5363,,
173,23121,204191206,40699085,234594306,363432408,57316957,307639078,666492,1874888,2755861,549449,40209,649642,614347,11652,672687,11,5666,5775,,
174,22988,198014441,46993161,235171759,339876946,60207836,282313822,601176,1931353,2806577,603977,39103,676494,661051,10722,686762,35,5669,5854,,
175,22857,201801287,42611598,234094383,352408155,58168617,297958007,679648,1906486,2724508,582117,40719,673198,658011,10998,708947,51,5510,5633,,
176,22727,202696848,43041859,234914145,357584061,58157374,299332594,615713,1907009,2736548,540820,40441,644389,615954,11469,669741,39,5200,5355,,
177,22598,205436272,38829197,233975833,370198521,55905203,313273712,632308,1834910,2689704,479366,44941,587475,538795,12709,620380,107,5413,5675,,
178,22471,206671137,39532667,235200330,372603606,56553622,315351027,609353,1838728,2696042,545299,41337,684453,670468,11991,755685,68,5203,5398,,
179,22346,210815757,37137575,235374372,381471133,55489147,320749995,637361,1801636,2608797,496505,49593,629417,587496,11659,678528,119,5085,5307,,
180,22222,195098054,47795579,233130285,332376775,60283263,276193990,557613,1982247,2871358,552162,40362,609779,579616,11182,598948,63,6941,7175,,
181,22099,189915347,49681189,230240411,319301748,62078875,265235385,634141,1904743,2949527,637347,38185,662789,636385,10616,622127,209,5779,5988,,
182,21978,198356056,44994575,232816236,346705396,58935782,287818588,537518,1992787,2759696,580249,40086,655571,634756,11154,673188,79,6765,7037,,
183,21857,198437975,44301636,232045426,343310930,59410220,285719503,534216,1993311,2772248,590260,39248,650572,630844,10996,655160,106,6750,7013,,
184,21739,204138166,40299791,232789460,363956491,57690609,305083827,581682,1902083,2697696,534600,42083,632869,606264,11610,669815,58,5163,5316,,
185,21621,198399827,44006150,231446468,345412360,59214896,286682884,521567,1942918,2762411,558944,41666,630234,591072,11187,635770,43,5637,5808,,
186,21505,196499746,45620201,231670674,339849751,59524752,281618400,543725,1999610,2788856,567596,41114,638038,618031,11612,649919,59,6037,6264,,
187,21390,191561643,47382833,229649139,326056399,61602154,269417703,536859,1897191,2888944,595865,39479,624028,586139,10581,601644,136,5884,6021,,
188,21276,193917843,46681180,230611220,331686624,61400544,272856339,509121,1899178,2813668,574718,37704,612900,586142,10779,609870,143,5920,6078,,
189,21164,205061003,39341304,232914680,367820493,57041188,306655599,515569,1856480,2637352,497863,44335,611142,566814,13068,650620,126,5081,5382,,
190,21052,195264646,44258891,228973053,337127224,59568984,279086032,648062,1984746,2788054,654565,38560,711630,702287,11023,728703,58,6226,6445,,
191,20942,206858243,40583808,236718883,373490945,56852988,308411118,605490,1835092,2574206,560256,42554,701609,690751,13430,782991,87,5188,5404,,
192,20833,184086491,51688652,226220928,303881628,64368084,249434715,539159,1942695,2964846,632378,38515,656027,634780,10253,605011,221,6145,6366,,
193,20725,190552505,48887625,229078363,321369345,62178069,262287891,556179,1889060,2862958,615432,39080,642389,609830,10314,615776,232,6379,6612,,
194,20618,196677526,44080961,229980843,342812079,60331284,282355938,471571,1929358,2753556,597200,38149,655596,640130,11349,680811,19,5465,5591,,
195,20512,197234582,43246425,228907863,344693377,59276320,284019054,457834,1942059,2730533,565237,40176,629943,599049,11211,646736,35,6063,6244,,
196,20408,196308763,42839397,227598585,341047809,60219857,282315137,472119,1951291,2779920,571166,39921,621279,598527,10918,640609,49,5456,5635,,
197,20304,192211871,47961912,232610333,332816617,61750987,279248153,512623,2032902,2834656,566204,52984,659009,608262,12680,640184,141,9999,10326,,
