C,N,cycles:u,cycles:k,cycles,instructions:u,instructions:k,instructions,cache-misses:u,cache-misses:k,cache-misses,LLC-loads:u, LLC-loads:k,LLC-loads,LLC-load-misses:u,LLC-load-misses:k,LLC-load-misses,LLC-store-misses:u,LLC-store-misses:k,LLC-store-misses
1,4000000,1051907885,189199540,1240470663,2573810098,122175791,2702343444,4174115,3782862,10394998,173674,227997,400475,9850,116735,121483,10,3338451,3339771,,
2,2000000,554413780,97603323,654207226,1343426504,60748036,1429419123,3063834,1827213,5794662,105030,116764,219684,596,16170,18069,178,1702059,1698399,,
3,1333333,375668386,82730954,460072265,940072985,68931155,994785240,275265,1429114,1852154,29056,22870,59915,29827,33767,68275,300,984064,1018184,,
4,1000000,308494816,71770266,381968249,748996709,41595905,819875825,2119863,1349177,3642478,48807,72513,118417,389,11212,11568,0,1306059,1306941,,
5,800000,274619634,43256237,320150268,667136114,44630130,708826226,1980689,1070432,2901423,37591,65996,90417,277,8746,9082,32,945768,905237,,
6,666666,257096338,45120734,292706722,594530579,45653155,638274520,2110440,1131920,2904455,26678,68222,41492,332,9394,10588,34,824913,687451,,
7,571428,224584007,38711231,260140201,541095904,39921804,573121607,1657741,1140243,1735305,13995,17498,23705,833,7952,12960,13,355781,306159,,
8,500000,214812125,36964248,246626870,507199814,42190372,533398146,1329845,1297593,1482101,21179,19001,32269,1207,8518,17219,25,231068,221991,,
9,444444,196801105,34625925,225183823,466602923,42905963,457440865,195913,1142622,1179455,11381,16375,23380,5798,6425,23501,182,42765,42947,,
10,400000,194461016,33423383,219471778,445733323,45461476,432217867,183605,1211177,1250249,15610,17671,28010,6233,6844,24434,251,30525,30777,,
11,363636,170955134,39340173,204172817,398409741,48206370,374631372,43002,1120481,1158017,10390,15339,24494,10200,5004,40574,313,15516,15829,,
12,333333,174902993,36546177,199668383,387788093,49445596,358882905,55050,1179640,1227514,12034,21688,26379,9834,5625,40443,236,13305,13541,,
13,307692,147110135,47700960,190747772,333899574,52938122,332808897,41238,1103784,1139749,13287,14295,27912,13049,17814,40815,393,20633,21026,,
