C,N,cycles:u,cycles:k,cycles,instructions:u,instructions:k,instructions,cache-misses:u,cache-misses:k,cache-misses,LLC-loads:u, LLC-loads:k,LLC-loads,LLC-load-misses:u,LLC-load-misses:k,LLC-load-misses,LLC-store-misses:u,LLC-store-misses:k,LLC-store-misses
1,4000000,1585550,1394766,2981320,2126106,1109066,3235172,26819,25160,52008,4350,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
2,2000000,1564936,1299411,2865425,2126115,1079290,3205405,19371,14735,34113,4268,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
3,1333333,1654746,1485099,3141039,2126108,1103692,3229800,24039,21108,45160,4374,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
4,1000000,1570486,1345007,2916703,2126104,1100477,3226581,19763,15656,35428,4282,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
5,800000,1570278,1339475,2910990,2126118,1111973,3238091,19379,16058,35444,4186,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
6,666666,1558474,1298120,2857724,2126115,1077722,3203837,18731,14125,32860,4327,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
7,571428,1568783,1374022,2943762,2126110,1126477,3252587,19405,17195,36604,4222,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
8,500000,1566978,1345871,2913969,2126108,1141083,3267191,19459,15147,34613,4246,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
9,444444,1515242,1381043,2960113,2126121,1120613,3246734,19290,17483,36782,4491,6217,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
10,400000,1130392,1370222,2937460,2126117,1099572,3225689,19551,16589,36146,4315,5332,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
11,363636,1570879,1364414,2936289,2126119,1149083,3275202,19230,15854,35098,4240,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
12,333333,1570695,1335991,2907824,2126095,1159345,3285440,18962,15424,34392,4293,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
13,307692,1655922,1432184,3088483,2126091,1099869,3225960,23276,19817,43109,4258,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
14,285714,1556300,1335572,2893001,2126107,1110056,3236163,18699,15489,34190,4200,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
15,266666,1556074,1361190,2918292,2126106,1144913,3271019,19343,15069,34417,4175,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
