C,N,cycles:u,cycles:k,cycles,instructions:u,instructions:k,instructions,cache-misses:u,cache-misses:k,cache-misses,LLC-loads:u, LLC-loads:k,LLC-loads,LLC-load-misses:u,LLC-load-misses:k,LLC-load-misses,LLC-store-misses:u,LLC-store-misses:k,LLC-store-misses
1,4000000,36020476,55257905,85745335,37759965,25715697,65017072,716447,710270,1426746,14020,21890,36812,18857,33113,<not counted>,<not counted>,<not counted>,<not counted>,,
2,2000000,17648697,54120925,85476006,35852811,27800616,65595275,753168,702445,1455629,13526,22276,34465,18061,28355,<not counted>,<not counted>,<not counted>,<not counted>,,
3,1333333,36062014,55003959,85647886,37784831,25546907,64915734,718599,710442,1429080,13795,22310,37497,18250,35802,<not counted>,<not counted>,<not counted>,<not counted>,,
4,1000000,36021196,56513800,86045114,35804100,26323649,65092889,803118,720722,1523873,13684,24055,38093,19484,33731,<not counted>,<not counted>,<not counted>,<not counted>,,
5,800000,31930206,55893814,85607946,40209155,22782745,68819627,724099,702954,1427065,13332,23453,40068,17478,58449,<not counted>,<not counted>,<not counted>,<not counted>,,
6,666666,43747398,54225031,85582558,36172754,27540100,65582729,725059,705229,1430313,14006,22964,35998,18102,30281,<not counted>,<not counted>,<not counted>,<not counted>,,
7,571428,36870463,57272008,87474884,38419825,26289720,65080644,800277,718621,1518946,13873,23639,37937,18679,34484,<not counted>,<not counted>,<not counted>,<not counted>,,
8,500000,45205020,52267068,83544337,35140836,27462325,65226413,755517,713996,1469542,13397,22467,36015,18363,29869,<not counted>,<not counted>,<not counted>,<not counted>,,
9,444444,36733184,57168624,87291818,38062694,26858916,66073904,812615,731289,1543928,13477,23100,37565,17773,35960,<not counted>,<not counted>,<not counted>,<not counted>,,
10,400000,32602853,56191414,86139837,39576268,23731721,68155157,719842,703944,1423805,19456,23381,48158,29219,48063,<not counted>,<not counted>,<not counted>,<not counted>,,
11,363636,34286910,53682027,83517696,37648626,24743514,65067209,721307,703651,1424979,13787,22524,38028,19256,39265,<not counted>,<not counted>,<not counted>,<not counted>,,
12,333333,38191968,53536088,85206810,35684314,27789362,65604915,720592,702054,1422656,13692,22520,35306,18513,29023,<not counted>,<not counted>,<not counted>,<not counted>,,
13,307692,32500853,55271867,84961897,39357272,23686855,67790087,729637,698867,1428546,14053,23845,40759,19028,47001,<not counted>,<not counted>,<not counted>,<not counted>,,
14,285714,32708118,55923568,85984489,39602374,23672625,68276976,731865,710585,1442468,13292,23718,39970,17224,49560,<not counted>,<not counted>,<not counted>,<not counted>,,
15,266666,31744637,54522571,84193919,38906872,23358738,68786112,721302,703559,1424874,14200,23270,40719,19989,51661,<not counted>,<not counted>,<not counted>,<not counted>,,
