C,N,cycles:u,cycles:k,cycles,instructions:u,instructions:k,instructions,cache-misses:u,cache-misses:k,cache-misses,LLC-loads:u, LLC-loads:k,LLC-loads,LLC-load-misses:u,LLC-load-misses:k,LLC-load-misses,LLC-store-misses:u,LLC-store-misses:k,LLC-store-misses
1,4000000,396245255,189164929,589722727,974527580,199117573,1173675159,6706106,5200064,11198199,665115,324455,341874,951,37495,38491,296,4042328,3720932,,
2,2000000,203847415,96631901,307799339,541479556,99380283,641175092,3375969,2522887,5895483,186010,160257,194480,374,18779,19139,140,2145944,2149280,,
3,1333333,138619577,73744478,209685634,346069496,72675988,438771336,43364,1671363,1716967,9216,24503,25574,348,11706,114435,212,561512,561725,,
4,1000000,93690859,83144918,180620007,259423009,65809831,365666341,38755,1667653,1702456,8059,22801,61895,64620,35140,136032,328,109244,109572,,
5,800000,15503895,62722904,146248159,253658083,41246674,300003210,31840,1362495,1391247,28245,58858,99909,46975,29810,121471,<not counted>,<not counted>,<not counted>,,
6,666666,76419566,64875319,140097241,218474010,42597519,263695244,30905,1396685,1820989,41405,56475,102545,46748,28655,129391,<not counted>,<not counted>,<not counted>,,
7,571428,66689811,55514540,120188479,191355633,37076039,232545791,25794,1121789,2177874,33252,48857,88052,42054,26608,150233,<not counted>,<not counted>,<not counted>,,
8,500000,62080346,58248146,120602801,172842926,38889760,213387832,113976,1096146,2188515,34942,50135,93791,47106,26725,178731,<not counted>,<not counted>,<not counted>,,
9,444444,61576534,53430237,106272827,149747091,34172103,190359879,31200,1003722,1981865,27936,44480,76180,35038,24275,145160,<not counted>,<not counted>,<not counted>,,
10,400000,55749763,55243648,109626614,144919352,36765688,182730479,719691,1067315,2024791,34445,45173,88987,51561,28184,169032,<not counted>,<not counted>,<not counted>,,
11,363636,43620077,53754256,105156781,134853882,34139102,169734674,403483,975668,1921988,28628,43841,74286,37479,24607,137241,<not counted>,<not counted>,<not counted>,,
12,333333,50748701,54425606,104012359,125254638,35507503,159475732,937480,1010938,1911789,29547,45349,83985,46469,27278,116576,<not counted>,<not counted>,<not counted>,,
13,307692,47184337,49950716,95879848,117665720,32983341,145141758,834345,936444,1770846,27212,39910,74947,40831,28883,<not counted>,<not counted>,<not counted>,<not counted>,,
14,285714,48083266,51233161,96236307,110347132,34170005,142532663,882114,966569,1830501,27132,39719,73701,41115,26839,111705,<not counted>,<not counted>,<not counted>,,
15,266666,44205666,48283803,90103714,105298968,32317342,131674056,820443,901963,1722426,24353,37345,68992,39626,28091,<not counted>,<not counted>,<not counted>,<not counted>,,
16,250000,43511153,50866703,92670032,99996516,33630274,127284482,831696,941275,1773012,28415,38325,76894,52453,36905,<not counted>,<not counted>,<not counted>,<not counted>,,
17,235294,39803843,49557935,88029773,94279754,29956010,119260898,771846,902934,1674830,25758,39683,74652,51554,39052,<not counted>,<not counted>,<not counted>,<not counted>,,
18,222222,45305730,49123493,88944136,90812842,33085269,119383848,816180,911541,1727753,28301,36200,70491,41426,31950,<not counted>,<not counted>,<not counted>,<not counted>,,
19,210526,39554560,46984438,83845820,87317044,29608169,112374259,779914,866775,1646718,27406,35652,71165,47603,39537,<not counted>,<not counted>,<not counted>,<not counted>,,
20,200000,31610258,47731586,85771947,83546000,32453553,112595060,775662,894436,1670168,25063,34210,61829,34996,28693,<not counted>,<not counted>,<not counted>,<not counted>,,
21,190476,11920546,46189547,82784178,81322059,31446780,107485195,734125,851360,1585511,24061,34265,60301,34266,26643,<not counted>,<not counted>,<not counted>,<not counted>,,
22,181818,37969786,46637968,82780458,77246595,31445995,105056183,774263,879542,1653840,27488,35039,69426,44864,31792,<not counted>,<not counted>,<not counted>,<not counted>,,
23,173913,36512958,46585117,81071479,76233724,27579055,103610930,745711,844016,1589757,24176,34175,67404,49129,45861,<not counted>,<not counted>,<not counted>,<not counted>,,
