C,N,cycles:u,cycles:k,cycles,instructions:u,instructions:k,instructions,cache-misses:u,cache-misses:k,cache-misses,LLC-loads:u, LLC-loads:k,LLC-loads,LLC-load-misses:u,LLC-load-misses:k,LLC-load-misses,LLC-store-misses:u,LLC-store-misses:k,LLC-store-misses
1,4000000,1565833,1342111,2908850,2123792,1117854,3241646,19033,15306,34346,4112,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
2,2000000,1555262,1346776,2903184,2123784,1140200,3263984,18675,15440,34121,4285,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
3,1333333,1555831,1331200,2888121,2123804,1107162,3230966,19218,16180,35407,4206,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
4,1000000,1571060,1378988,2951151,2123783,1126522,3250305,20457,17432,37902,4172,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
5,800000,1596179,1401035,2998470,2123795,1099433,3223228,22719,19344,42074,4289,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
6,666666,1558199,1329377,2888728,2123807,1103435,3227242,18871,15673,34550,4232,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
7,571428,1546039,1365250,2912381,2123784,1156129,3279913,19061,15333,34401,4160,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
8,500000,1554674,1333489,2889304,2123807,1158071,3281878,18598,14226,32835,4135,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
9,444444,1571697,1352278,2924970,2123804,1123708,3247512,20055,16445,36511,4205,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
10,400000,1556137,1326093,2883400,2123792,1115175,3238967,19182,15883,35070,4272,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
11,363636,1577007,1397384,2975471,2123808,1150567,3274375,20038,17984,38034,4306,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
12,333333,1557631,1312263,2871017,2123781,1083401,3207182,19048,15493,34546,4242,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
13,307692,358822,1476461,3041572,2123797,1169284,3293081,19527,18735,38274,4321,6053,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
14,285714,1627997,1469551,3098704,2123794,1096097,3219891,22435,19670,42122,4327,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
15,266666,675947,1599660,3250855,2123796,1167788,3291584,23997,24405,48412,4172,5784,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
16,250000,1557161,1315228,2873367,2123797,1100249,3224046,19011,15187,34204,4266,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
17,235294,1582630,1320874,2904605,2123780,1113841,3237621,18650,14966,33620,4259,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
18,222222,1562903,1339724,2903836,2123798,1136879,3260677,19069,15438,34510,4204,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
19,210526,358751,1422434,2987099,2123796,1138306,3262102,19511,17628,37152,4309,6097,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
20,200000,517650,1506088,3123346,2123785,1111628,3235413,23214,21046,44276,4353,5965,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
21,190476,1580055,1333319,2914364,2123804,1095432,3219236,19216,15025,34248,4246,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
22,181818,1575604,1386850,2963580,2123784,1155269,3279053,19021,15684,34717,4186,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
23,173913,1575343,1338587,2914990,2123798,1142707,3266505,18553,13328,31890,4238,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
24,166666,1531474,1474426,3039084,2123785,1177413,3301198,18850,17758,36612,4678,6931,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
25,160000,1581590,1435660,3018379,2123807,1133674,3257481,22375,20358,42751,4162,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
26,153846,1572612,1361979,2935769,2123783,1109607,3233390,20639,16885,37533,4271,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
27,148148,1580585,1354523,2935953,2123807,1131630,3255437,20096,16564,36666,4186,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
28,142857,1563828,1356101,2921127,2123807,1128883,3252690,19762,17445,37217,4182,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
29,137931,1560963,1311092,2873214,2123807,1100914,3224721,19314,14386,33705,4330,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
30,133333,379593,1326733,2881411,2123781,1106747,3230528,18789,14690,33488,4186,5805,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
31,129032,1622787,1486571,3110396,2123795,1124714,3248509,22676,20529,43216,4346,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
32,125000,1637305,1364260,2922605,2123797,1124585,3248382,18656,15622,34281,4139,23354,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
33,121212,1611972,1368387,2944333,2123783,1135111,3258894,19619,16322,35949,4468,7161,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
34,117647,1572651,1309068,2882737,2123795,1110856,3234651,18779,14182,32970,4209,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
35,114285,77848,1354788,2915837,2123800,1147400,3271200,19080,14668,33757,4230,6619,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
36,111111,1561936,1350785,2913667,2123808,1138122,3261930,19075,15831,34917,4309,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
