C,N,cycles:u,cycles:k,cycles,instructions:u,instructions:k,instructions,cache-misses:u,cache-misses:k,cache-misses,LLC-loads:u, LLC-loads:k,LLC-loads,LLC-load-misses:u,LLC-load-misses:k,LLC-load-misses,LLC-store-misses:u,LLC-store-misses:k,LLC-store-misses
1,4000000,373588748,199765407,563806659,934952109,182763770,1141482305,5125532,4148105,7915801,188493,228484,161256,990,32410,306734,76,4082670,3675988,,
2,2000000,190866414,100227409,291358179,531176164,92118671,619065287,2957963,2228884,5082018,144317,122051,85560,425,14046,14670,19,1705333,2016298,,
3,1333333,127581592,70381637,200599580,339155512,65629335,480360104,40900,1285609,1321144,7953,17481,88005,96466,20271,177428,368,583353,583721,,
4,1000000,92146283,68726021,169265794,328501001,42371231,384299781,34863,1382886,1414055,63501,19750,200373,117550,26998,220567,0,5396,5396,,
5,800000,83301188,53328506,141751266,279577827,34967878,318476564,29121,1128994,1502181,94397,43116,146718,84246,22551,189467,<not counted>,<not counted>,<not counted>,,
6,666666,77870810,57382851,135382736,237087614,37605651,276896329,28740,1227540,1861109,88437,43923,146792,88932,25057,213916,<not counted>,<not counted>,<not counted>,,
7,571428,68128587,50204281,118728551,209347183,32714984,244696386,110317,979924,1950165,71007,39010,125875,75745,25050,159008,<not counted>,<not counted>,<not counted>,,
8,500000,64324043,53029899,116859949,186246733,35132774,223029264,298175,1003805,1966518,74658,39321,131749,82655,26629,171169,<not counted>,<not counted>,<not counted>,,
9,444444,59458515,47303512,104259714,168342760,31694154,204355258,479716,950981,1777522,57086,34088,100498,63170,27435,133822,<not counted>,<not counted>,<not counted>,,
10,400000,57599912,51630110,107818852,157566534,34372452,192447760,626266,999139,1890662,61879,34909,109290,69829,29507,150157,<not counted>,<not counted>,<not counted>,,
11,363636,51471622,47388606,98004901,145673725,31436223,164368518,793350,903769,1697183,54875,34774,109465,77950,35753,<not counted>,<not counted>,<not counted>,<not counted>,,
12,333333,45164217,49029703,98409835,133985159,33106094,167502366,624845,950606,1748377,52675,33207,92326,59217,28800,145365,<not counted>,<not counted>,<not counted>,,
13,307692,49503231,46608671,92047191,125715988,30727790,149311874,793450,890253,1669166,44278,30961,84401,57315,31079,174091,<not counted>,<not counted>,<not counted>,,
14,285714,45063215,47461878,91110812,117691098,32566819,139910671,750540,918671,1669264,43467,33423,92136,70870,42547,<not counted>,<not counted>,<not counted>,<not counted>,,
15,266666,50516823,44748442,87300893,112972637,30707507,134899578,731410,858592,1590054,41169,29622,78390,52430,31990,<not counted>,<not counted>,<not counted>,<not counted>,,
