C,N,cycles:u,cycles:k,cycles,instructions:u,instructions:k,instructions,cache-misses:u,cache-misses:k,cache-misses,LLC-loads:u, LLC-loads:k,LLC-loads,LLC-load-misses:u,LLC-load-misses:k,LLC-load-misses,LLC-store-misses:u,LLC-store-misses:k,LLC-store-misses
1,4000000,288189924,180544846,472217174,931848417,167742474,1162036698,40046,3549029,3589449,13602,46631,223667,404906,78674,554279,241,2054094,2162833,,
2,2000000,170390771,82949498,252093752,505767216,75323362,577489194,2599567,1887423,1917922,17756,24446,34841,431,13031,13609,38,1028869,966800,,
3,1333333,111897762,57478297,171173234,371650167,37299875,413017456,31968,1213016,1242261,7797,15601,89202,37987,22717,90476,<not counted>,<not counted>,<not counted>,,
4,1000000,31111935,60585915,151220748,287663939,40002329,334251622,33044,1306242,1336222,27646,26047,100877,45466,22991,105968,<not counted>,<not counted>,<not counted>,,
5,800000,74403988,50205555,125230607,239134205,32843713,274775136,26337,1005642,1876646,27529,39937,72087,35458,22288,123297,<not counted>,<not counted>,<not counted>,,
6,666666,69013999,54982586,124949811,206630649,35971598,244801025,26443,1087217,2001675,31471,43484,80327,41135,24483,139691,<not counted>,<not counted>,<not counted>,,
7,571428,60465908,46877370,106561079,180931322,31196804,214283505,508705,915923,1728568,26463,34700,65846,34433,24586,139285,<not counted>,<not counted>,<not counted>,,
8,500000,51194572,47424558,102612871,157885842,33340194,197378230,534614,986907,1853275,32898,35443,74456,43939,26639,158963,<not counted>,<not counted>,<not counted>,,
9,444444,26331394,46116992,97213877,148085649,30598528,180712295,617798,878881,1638253,24294,32726,58626,28871,24733,128689,<not counted>,<not counted>,<not counted>,,
10,400000,50164858,49097278,97335244,137069338,32917936,167229594,846650,928551,1747324,26874,33571,66157,39918,32072,169863,<not counted>,<not counted>,<not counted>,,
11,363636,45694603,46355406,91425402,128055571,29563563,146566588,816338,854791,1671178,24392,32906,65770,46235,42482,<not counted>,<not counted>,<not counted>,<not counted>,,
12,333333,49668582,47340645,90649669,117403770,32057288,146349563,774583,898085,1670550,27048,31019,62092,39827,32048,182493,<not counted>,<not counted>,<not counted>,,
13,307692,17643453,44374311,85479425,111195632,30141568,135867283,732202,821883,1554110,23544,29655,54465,32445,30650,<not counted>,<not counted>,<not counted>,<not counted>,,
