C,N,cycles:u,cycles:k,cycles,instructions:u,instructions:k,instructions,cache-misses:u,cache-misses:k,cache-misses,LLC-loads:u, LLC-loads:k,LLC-loads,LLC-load-misses:u,LLC-load-misses:k,LLC-load-misses,LLC-store-misses:u,LLC-store-misses:k,LLC-store-misses
1,4000000,332616198,199803020,533800452,913645281,173250474,1195082329,2444879,4505806,4287841,14438,52327,96153,70612,32123,354299,17,2698128,2566375,,
2,2000000,194990284,106169441,282431506,469881559,90688376,559591598,3092498,2242114,4792911,62516,113983,31191,501,14584,15197,76,2020764,1888179,,
3,1333333,127771411,63070579,189626741,348293865,73956837,458669017,38483,1329470,1363161,7934,18338,54970,62504,24304,116631,348,52707,53055,,
4,1000000,98791718,67513424,169435426,324118551,43631436,360364339,38459,1417880,1454232,20577,19034,122737,67527,26723,140081,<not counted>,<not counted>,<not counted>,,
5,800000,79610129,53133121,134176247,261493050,35520555,302577180,26922,1202257,1936353,38182,44163,88241,46766,22914,130782,<not counted>,<not counted>,<not counted>,,
6,666666,72408238,57798745,131005660,225330608,38510071,266362144,27957,1252940,2191092,47248,44041,99414,63357,25246,177814,<not counted>,<not counted>,<not counted>,,
7,571428,63347062,50496450,114092957,196993839,33427353,232736757,157947,969732,1904121,83418,37900,136896,79073,23287,137802,<not counted>,<not counted>,<not counted>,,
8,500000,59555793,53554725,113031799,175237012,35821364,213107925,327217,1014066,1958217,81523,38718,137597,105492,26643,163550,<not counted>,<not counted>,<not counted>,,
9,444444,53595465,48551214,102168532,161008066,32609046,181654370,885798,954487,1806004,71635,36225,129503,83809,31706,173458,<not counted>,<not counted>,<not counted>,,
10,400000,54921731,51270409,102848585,146017598,34445820,179350470,669703,998576,1878857,69032,34785,118115,79422,28984,149760,<not counted>,<not counted>,<not counted>,,
11,363636,47668140,47613183,93976867,136992092,32326898,154750904,787182,917026,1704246,59200,33950,114111,79798,38409,<not counted>,<not counted>,<not counted>,<not counted>,,
12,333333,49498180,50207891,96320505,125899150,33480767,151398652,862774,951283,1777876,62159,33326,109096,86291,30127,163685,<not counted>,<not counted>,<not counted>,,
13,307692,45494197,45970232,89554812,117777680,31277335,139497682,748273,882111,1630425,52398,31254,94970,63494,33264,<not counted>,<not counted>,<not counted>,<not counted>,,
14,285714,48891852,49052700,92042422,112196254,33131668,137139073,797443,920933,1700741,51373,31731,94161,59850,32824,159930,<not counted>,<not counted>,<not counted>,,
15,266666,40893159,46686695,86446454,106725557,28454187,124866415,754572,868440,1623068,49690,31647,102118,81835,53262,<not counted>,<not counted>,<not counted>,<not counted>,,
16,250000,43877430,47869698,87537283,98794848,32291718,121699992,782745,898113,1680898,49110,31040,92509,66402,35373,<not counted>,<not counted>,<not counted>,<not counted>,,
17,235294,37891818,45703267,81794656,94374275,27265914,115729646,700451,843194,1543678,46007,31250,96338,79014,60979,<not counted>,<not counted>,<not counted>,<not counted>,,
18,222222,43462984,47371098,84886961,90543043,32153514,113644164,753305,877756,1631094,47170,30380,87818,60430,35823,<not counted>,<not counted>,<not counted>,<not counted>,,
19,210526,38083068,45808522,81027291,87590890,27919846,108593618,697592,831056,1528680,44097,30171,88876,65649,47645,<not counted>,<not counted>,<not counted>,<not counted>,,
20,200000,36533048,47601044,82747472,83685060,27268517,108264151,726712,856502,1583260,43063,32320,95086,79821,71041,<not counted>,<not counted>,<not counted>,<not counted>,,
21,190476,35204701,45968794,79236947,80904860,25201444,103901054,693108,817885,1511017,42129,30583,90277,71876,77381,<not counted>,<not counted>,<not counted>,<not counted>,,
22,181818,44932009,45872085,80490433,77662438,30734336,101051682,734939,853888,1588871,42797,29348,81294,56466,39955,<not counted>,<not counted>,<not counted>,<not counted>,,
23,173913,37499061,44390930,76717462,74919888,27593852,98408119,715746,823175,1538985,40949,29621,81747,62005,49986,<not counted>,<not counted>,<not counted>,<not counted>,,
24,166666,10344362,45401599,79562048,73128502,31403173,97371769,726896,839084,1566020,40283,32607,75083,51481,36013,<not counted>,<not counted>,<not counted>,<not counted>,,
25,160000,42651921,44614471,76430562,71753732,27610292,94854278,699711,799702,1499439,37590,28310,74245,54394,44821,<not counted>,<not counted>,<not counted>,<not counted>,,
26,153846,32369767,45722673,77073005,66876496,24583690,95525838,711832,825828,1537693,37149,31053,86821,53295,124917,<not counted>,<not counted>,<not counted>,<not counted>,,
27,148148,40659019,45188006,75588248,67953380,27225487,92055675,681240,805182,1486458,35197,28871,72480,53090,50852,<not counted>,<not counted>,<not counted>,<not counted>,,
28,142857,32979971,46388582,76712343,65997607,25938077,92517503,735550,820828,1556411,35680,30301,79035,67039,72943,<not counted>,<not counted>,<not counted>,<not counted>,,
29,137931,29820697,45115408,74114078,62653697,23391172,89817635,681636,797924,1479635,34238,30411,80397,48315,128594,<not counted>,<not counted>,<not counted>,<not counted>,,
30,133333,34425688,45791139,75259289,62200133,26412450,89922643,704594,816151,1520795,32092,28727,70870,58601,61356,<not counted>,<not counted>,<not counted>,<not counted>,,
31,129032,30176486,45558098,73540632,60352662,23105688,87497173,687439,791610,1479116,31890,29393,76433,44005,146260,<not counted>,<not counted>,<not counted>,<not counted>,,
32,125000,31018475,47214928,76065259,58327062,24287792,87572800,760279,824111,1584435,35718,30855,81942,52305,114370,<not counted>,<not counted>,<not counted>,<not counted>,,
33,121212,27994720,44295349,72161881,57491122,23302710,85435569,695001,791579,1486623,33901,29452,77273,48134,122332,<not counted>,<not counted>,<not counted>,<not counted>,,
34,117647,31990596,45938738,73856595,57730276,25076764,85538329,676230,796931,1473206,32610,29361,73388,61155,76122,<not counted>,<not counted>,<not counted>,<not counted>,,
35,114285,27955992,46917311,73324950,56142708,24277132,83609086,669752,800662,1470473,32105,30962,78637,43549,158734,<not counted>,<not counted>,<not counted>,<not counted>,,
36,111111,29067064,46166600,73048339,55107138,23694323,83750107,677452,802643,1480134,32844,30110,78306,46062,162218,<not counted>,<not counted>,<not counted>,<not counted>,,
37,108108,35062965,44253893,71406238,55115083,25687603,81831696,662220,777493,1439748,30916,28393,64941,49049,57163,<not counted>,<not counted>,<not counted>,<not counted>,,
38,105263,38243475,45002001,71955074,53688409,25801383,82159395,690682,789481,1480206,33066,28058,69113,52342,61295,<not counted>,<not counted>,<not counted>,<not counted>,,
39,102564,28242359,45393884,71035976,52865358,23627529,80449546,657107,781577,1438722,29987,29297,73109,41358,155951,<not counted>,<not counted>,<not counted>,<not counted>,,
40,100000,0,43871332,70929365,51458872,26645951,80657805,711600,788351,1499998,32156,31262,65340,46865,50626,<not counted>,<not counted>,<not counted>,<not counted>,,
41,97560,30394795,45221902,70882470,50504987,23373588,79113015,671952,778953,1450943,31618,30392,72727,44821,107140,<not counted>,<not counted>,<not counted>,<not counted>,,
42,95238,37195248,45050517,71015861,50170591,25122779,79369749,684499,793372,1477907,33104,29280,69928,50090,68871,<not counted>,<not counted>,<not counted>,<not counted>,,
43,93023,29179053,44738839,69299419,49285464,22887095,77823020,654271,771934,1426246,30251,29386,73503,46448,156233,<not counted>,<not counted>,<not counted>,<not counted>,,
44,90909,26765417,45819345,70696618,50151202,28173305,78176518,708353,787817,1496203,30035,30629,77334,40038,138695,<not counted>,<not counted>,<not counted>,<not counted>,,
