C,N,cycles:u,cycles:k,cycles,instructions:u,instructions:k,instructions,cache-misses:u,cache-misses:k,cache-misses,LLC-loads:u, LLC-loads:k,LLC-loads,LLC-load-misses:u,LLC-load-misses:k,LLC-load-misses,LLC-store-misses:u,LLC-store-misses:k,LLC-store-misses
1,4000000,33290644,42613363,61070887,20240154,26128594,50780037,624149,706074,1330230,17724,21493,44233,31621,79855,<not counted>,<not counted>,<not counted>,<not counted>,,
2,2000000,21432500,46008857,63974980,23120452,26540216,50706170,704927,709845,1414790,17734,23294,49887,28633,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
3,1333333,27132002,42005362,60103594,20861462,26582324,50748959,632067,707450,1339526,18200,21727,46328,32571,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
4,1000000,20386877,43366799,60680739,24559731,26612765,50778714,643458,702914,1346406,17731,23830,52384,20893,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
5,800000,23654868,43175937,59347458,21504912,26612257,50778185,626186,705352,1331587,18139,22782,48424,30016,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
6,666666,20455250,43355785,60948259,24183349,26626665,50793243,644650,701238,1345908,17896,23228,51625,23005,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
7,571428,19795973,43135764,60720845,24956244,26579047,50745657,629848,697915,1327783,18173,23723,54004,18585,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
8,500000,21140630,43229656,61011863,23811791,26565486,50731407,615489,698536,1314036,18133,23316,51310,24894,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
9,444444,23080196,43338901,61142898,22283622,26571907,50738512,626768,706210,1332992,17482,22791,47365,27940,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
10,400000,23118534,43134660,60961641,22532765,26541273,50707238,616826,700819,1317657,17948,22526,48297,28390,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
11,363636,28178633,42861915,61070288,20871430,26588870,50755555,645881,701465,1347357,18350,22709,47432,31538,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
12,333333,21740664,44494758,62860690,23137110,26576341,50743043,692012,699637,1391659,18173,23647,51237,28968,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
13,307692,26565060,42602019,60782952,21624176,26566371,50733017,643266,704437,1347722,17536,22300,46555,30385,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
14,285714,23977717,42846569,60696610,22292680,26548406,50715073,628523,700604,1329138,17896,22437,47871,28640,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,,
